Iteration				Integer Solution(theta(x))			L(delta)			Integral Gap
       558			     179.635095  				       257.434855017   			77.7997600166
       559			     179.635095  				       257.432174326   			77.7970793259
       560			     179.635095  				       257.429495715   			77.7944007153
       561			     179.635095  				        257.42681919   			77.7917241897
       562			     179.635095  				       257.424144757   			77.7890497571
       563			     179.635095  				        257.42147243   			77.7863774296
       564			     179.635095  				       257.418802224   			77.7837072238
       565			     179.635095  				       257.416134161   			77.7810391614
       566			     179.635095  				       257.413468269   			77.7783732693
       567			     179.635095  				       257.410804579   			77.7757095786
       568			     179.635095  				       257.408143124   			77.7730481242
       569			     179.635095  				       257.405483943   			77.7703889428
       570			     179.635095  				       257.402827071   			77.7677320711
       571			     179.635095  				       257.400172545   			77.7650775447
       572			     179.635095  				       257.397520395   			77.7624253953
       573			     179.635095  				        257.39487065   			77.7597756498
       574			     179.635095  				       257.392223329   			77.7571283292
       575			     179.635095  				       257.389578448   			77.7544834477
       576			     179.635095  				       257.386936013   			77.7518410126
       577			     179.635095  				       257.384296025   			77.7492010249
       578			     179.635095  				        257.38165848   			77.7465634797
       579			     179.635095  				       257.379023367   			77.7439283672
       580			     179.635095  				       257.376390674   			77.7412956741
       581			     179.635095  				       257.373760385   			77.7386653849
       582			     179.635095  				       257.371132483   			77.7360374827
       583			     179.635095  				        257.36850695   			77.7334119505
       584			     179.635095  				       257.365883772   			77.7307887722
       585			     179.635095  				       257.363262933   			77.7281679334
       586			     179.635095  				       257.360644421   			77.7255494214
       587			     179.635095  				       257.358028226   			77.7229332262
       588			     179.635095  				        257.35541434   			77.72031934
       589			     179.635095  				       257.352802757   			77.7177077574
       590			     179.635095  				       257.350193475   			77.7150984752
       591			     179.635095  				       257.347586492   			77.7124914923
       592			     179.635095  				       257.344981809   			77.7098868088
       593			     179.635095  				       257.342379426   			77.7072844262
       594			     179.635095  				       257.339779347   			77.7046843467
       595			     179.635095  				       257.337181573   			77.7020865729
       596			     179.635095  				       257.334586108   			77.6994911077
       597			     179.635095  				       257.331992953   			77.6968979534
       598			     179.635095  				       257.329402112   			77.6943071123
       599			     179.635095  				       257.326813586   			77.6917185858
       600			     179.635095  				       257.324227375   			77.6891323746
       601			     179.635095  				       257.321643479   			77.6865484789
       602			     179.635095  				       257.319061898   			77.6839668979
       603			     179.635095  				        257.31648263   			77.6813876302
       604			     179.635095  				       257.313905674   			77.6788106736
       605			     179.635095  				       257.311331025   			77.6762360255
       606			     179.635095  				       257.308758683   			77.6736636827
       607			     179.635095  				       257.306188642   			77.6710936419
       608			     179.635095  				       257.303620899   			77.6685258992
       609			     179.635095  				       257.301055451   			77.6659604508
       610			     179.635095  				       257.298492293   			77.663397293
       611			     179.635095  				       257.295931422   			77.660836422
       612			     179.635095  				       257.293372834   			77.6582778341
       613			     179.635095  				       257.290816526   			77.655721526
       614			     179.635095  				       257.288262494   			77.6531674945
       615			     179.635095  				       257.285710737   			77.6506157367
       616			     179.635095  				        257.28316125   			77.6480662499
       617			     179.635095  				       257.280614032   			77.645519032
       618			     179.635095  				       257.278069081   			77.6429740807
       619			     179.635095  				       257.275526394   			77.6404313943
       620			     179.635095  				       257.272985971   			77.6378909711
       621			     179.635095  				        257.27044781   			77.6353528099
       622			     179.635095  				       257.267911909   			77.6328169094
       623			     179.635095  				       257.265378268   			77.6302832684
       624			     179.635095  				       257.262846886   			77.6277518861
       625			     179.635095  				       257.260317762   			77.6252227616
       626			     179.635095  				       257.257790894   			77.622695894
       627			     179.635095  				       257.255266282   			77.6201712825
       628			     179.635095  				       257.252743926   			77.6176489263
       629			     179.635095  				       257.250223825   			77.6151288245
       630			     179.635095  				       257.247705976   			77.6126109764
       631			     179.635095  				       257.245190381   			77.6100953809
       632			     179.635095  				       257.242677037   			77.6075820372
       633			     179.635095  				       257.240165944   			77.605070944
       634			     179.635095  				         257.2376571   			77.6025621004
       635			     179.635095  				       257.235150505   			77.6000555051
       636			     179.635095  				       257.232646157   			77.5975511568
       637			     179.635095  				       257.230144054   			77.595049054
       638			     179.635095  				       257.227644195   			77.5925491953
       639			     179.635095  				       257.225146579   			77.5900515791
       640			     179.635095  				       257.222651204   			77.5875562038
       641			     179.635095  				       257.220158068   			77.5850630675
       642			     179.635095  				       257.217667169   			77.5825721686
       643			     179.635095  				       257.215178505   			77.580083505
       644			     179.635095  				       257.212692075   			77.5775970749
       645			     179.635095  				       257.210207876   			77.5751128763
       646			     179.635095  				       257.207725907   			77.5726309072
       647			     179.635095  				       257.205246165   			77.5701511654
       648			     179.635095  				       257.202768649   			77.5676736489
       649			     179.635095  				       257.200293356   			77.5651983556
       650			     179.635095  				       257.197820283   			77.5627252834
       651			     179.635095  				        257.19534943   			77.5602544301
       652			     179.635095  				       257.192880794   			77.5577857936
       653			     179.635095  				       257.190414372   			77.5553193717
       654			     179.635095  				       257.187950163   			77.5528551625
       655			     179.635095  				       257.185488164   			77.5503931638
       656			     179.635095  				       257.183028373   			77.5479333735
       657			     179.635095  				        257.18057079   			77.5454757895
       658			     179.635095  				        257.17811541   			77.5430204099
       659			     179.635095  				       257.175662233   			77.5405672327
       660			     179.635095  				       257.173211256   			77.5381162557
       661			     179.635095  				       257.170762477   			77.5356674772
       662			     179.635095  				       257.168315895   			77.5332208951
       663			     179.635095  				       257.165871508   			77.5307765075
       664			     179.635095  				       257.163429313   			77.5283343125
       665			     179.635095  				       257.160989308   			77.5258943083
       666			     179.635095  				       257.158551493   			77.5234564928
       667			     179.635095  				       257.156115864   			77.5210208643
       668			     179.635095  				       257.153682421   			77.5185874209
       669			     179.635095  				       257.151251161   			77.5161561607
       670			     179.635095  				       257.148822082   			77.5137270819
       671			     179.635095  				       257.146395183   			77.5113001827
       672			     179.635095  				       257.143970461   			77.5088754612
       673			     179.635095  				       257.141547915   			77.5064529155
       674			     179.635095  				       257.139127544   			77.5040325438
       675			     179.635095  				       257.136709344   			77.5016143444
       676			     179.635095  				       257.134293315   			77.4991983153
       677			     179.635095  				       257.131879455   			77.4967844547
       678			     179.635095  				       257.129467761   			77.4943727607
       679			     179.635095  				       257.127058232   			77.4919632316
       680			     179.635095  				       257.124650866   			77.4895558656
       681			     179.635095  				       257.122245661   			77.4871506607
       682			     179.635095  				       257.119842615   			77.4847476151
       683			     179.635095  				       257.117441727   			77.482346727
       684			     179.635095  				       257.115042995   			77.4799479947
       685			     179.635095  				       257.112646416   			77.4775514161
       686			     179.635095  				        257.11025199   			77.4751569897
       687			     179.635095  				       257.107859713   			77.4727647134
       688			     179.635095  				       257.105469586   			77.4703745856
       689			     179.635095  				       257.103081604   			77.4679866044
       690			     179.635095  				       257.100695768   			77.4656007681
       691			     179.635095  				       257.098312075   			77.4632170748
       692			     179.635095  				       257.095930523   			77.4608355227
       693			     179.635095  				        257.09355111   			77.4584561101
       694			     179.635095  				       257.091173835   			77.4560788352
       695			     179.635095  				       257.088798696   			77.4537036962
       696			     179.635095  				       257.086425691   			77.4513306915
       697			     179.635095  				       257.084054819   			77.4489598192
       698			     179.635095  				       257.081686078   			77.4465910775
       699			     179.635095  				       257.079319465   			77.4442244649
       700			     179.635095  				       257.076954979   			77.4418599795
       701			     179.635095  				        257.07459262   			77.4394976195
       702			     179.635095  				       257.072232383   			77.4371373834
       703			     179.635095  				       257.069874269   			77.4347792694
       704			     179.635095  				       257.067518276   			77.4324232758
       705			     179.635095  				       257.065164401   			77.4300694008
       706			     179.635095  				       257.062812643   			77.4277176428
       707			     179.635095  				          257.060463   			77.4253680001
       708			     179.635095  				       257.058115471   			77.4230204711
       709			     179.635095  				       257.055770054   			77.420675054
       710			     179.635095  				       257.053426747   			77.4183317471
       711			     179.635095  				       257.051085549   			77.4159905488
       712			     179.635095  				       257.048746457   			77.4136514575
       713			     179.635095  				       257.046409471   			77.4113144714
       714			     179.635095  				       257.044074589   			77.408979589
       715			     179.635095  				       257.041741808   			77.4066468085
       716			     179.635095  				       257.039411128   			77.4043161283
       717			     179.635095  				       257.037082547   			77.4019875468
       718			     179.635095  				       257.034756062   			77.3996610623
       719			     179.635095  				       257.032431673   			77.3973366733
       720			     179.635095  				       257.030109378   			77.395014378
       721			     179.635095  				       257.027789175   			77.3926941749
       722			     179.635095  				       257.025471062   			77.3903760623
       723			     179.635095  				       257.023155039   			77.3880600386
       724			     179.635095  				       257.020841102   			77.3857461022
       725			     179.635095  				       257.018529251   			77.3834342515
       726			     179.635095  				       257.016219485   			77.3811244849
       727			     179.635095  				       257.013911801   			77.3788168008
       728			     179.635095  				       257.011606198   			77.3765111976
       729			     179.635095  				       257.009302674   			77.3742076737
       730			     179.635095  				       257.007001228   			77.3719062275
       731			     179.635095  				       257.004701858   			77.3696068575
       732			     179.635095  				       257.002404562   			77.3673095621
       733			     179.635095  				        257.00010934   			77.3650143396
       734			     179.635095  				       256.997816189   			77.3627211885
       735			     179.635095  				       256.995525107   			77.3604301073
       736			     179.635095  				       256.993236094   			77.3581410943
       737			     179.635095  				       256.990949148   			77.3558541481
       738			     179.635095  				       256.988664267   			77.353569267
       739			     179.635095  				        256.98638145   			77.3512864495
       740			     179.635095  				       256.984100694   			77.3490056941
       741			     179.635095  				       256.981821999   			77.3467269991
       742			     179.635095  				       256.979545363   			77.3444503631
       743			     179.635095  				       256.977270784   			77.3421757845
       744			     179.635095  				       256.974998262   			77.3399032616
       745			     179.635095  				       256.972727793   			77.3376327931
       746			     179.635095  				       256.970459377   			77.3353643774
       747			     179.635095  				       256.968193013   			77.3330980128
       748			     179.635095  				       256.965928698   			77.3308336979
       749			     179.635095  				       256.963666431   			77.3285714312
       750			     179.635095  				       256.961406211   			77.326311211
       751			     179.635095  				       256.959148036   			77.3240530359
       752			     179.635095  				       256.956891904   			77.3217969044
       753			     179.635095  				       256.954637815   			77.3195428148
       754			     179.635095  				       256.952385766   			77.3172907658
       755			     179.635095  				       256.950135756   			77.3150407557
       756			     179.635095  				       256.947887783   			77.312792783
       757			     179.635095  				       256.945641846   			77.3105468462
       758			     179.635095  				       256.943397944   			77.3083029437
       759			     179.635095  				       256.941156074   			77.3060610742
       760			     179.635095  				       256.938916236   			77.303821236
       761			     179.635095  				       256.936678428   			77.3015834276
       762			     179.635095  				       256.934442648   			77.2993476475
       763			     179.635095  				       256.932208894   			77.2971138942
       764			     179.635095  				       256.929977166   			77.2948821663
       765			     179.635095  				       256.927747462   			77.2926524621
       766			     179.635095  				        256.92551978   			77.2904247801
       767			     179.635095  				       256.923297675   			77.2882026753
       768			     179.635095  				       256.921090596   			77.2859955955
       769			     179.635095  				       256.918912377   			77.2838173766
       770			     179.635095  				       256.916777395   			77.2816823951
       771			     179.635095  				        256.91469689   			77.2796018899
       772			     179.635095  				       256.912676922   			77.2775819222
       773			     179.635095  				       256.910718153   			77.2756231534
       774			     179.635095  				       256.908816882   			77.2737218824
       775			     179.635095  				       256.906966624   			77.2718716239
       776			     179.635095  				       256.905159664   			77.2700646642
       777			     179.635095  				       256.903388288   			77.2682932877
       778			     179.635095  				       256.901645576   			77.266550576
       779			     179.635095  				       256.899925818   			77.2648308184
       780			     179.635095  				       256.898224631   			77.2631296311
       781			     179.635095  				       256.896538893   			77.2614438934
       782			     179.635095  				       256.894866588   			77.2597715884
       783			     179.635095  				       256.893206614   			77.2581116139
       784			     179.635095  				       256.891558596   			77.2564635963
       785			     179.635095  				       256.889922725   			77.2548277249
       786			     179.635095  				        256.88829961   			77.2532046102
       787			     179.635095  				       256.886690162   			77.2515951617
       788			     179.635095  				        256.88509548   			77.2500004805
       789			     179.635095  				       256.883516764   			77.2484217643
       790			     179.635095  				       256.881955222   			77.246860222
       791			     179.635095  				       256.880411999   			77.2453169993
       792			     179.635095  				       256.878888117   			77.2437931171
       793			     179.635095  				       256.877384425   			77.2422894246
       794			     179.635095  				        256.87590157   			77.2408065695
       795			     179.635095  				       256.874439984   			77.2393449844
       796			     179.635095  				        256.87299989   			77.2379048896
       797			     179.635095  				       256.871581309   			77.2364863092
       798			     179.635095  				       256.870184098   			77.2350890985
       799			     179.635095  				       256.868807977   			77.2337129773
       800			     179.635095  				       256.867452567   			77.2323575674
       801			     179.635095  				       256.866117429   			77.2310224293
       802			     179.635095  				       256.864802097   			77.229707097
       803			     179.635095  				       256.863506106   			77.2284111064
       804			     179.635095  				        256.86222902   			77.2271340198
       805			     179.635095  				       256.860970442   			77.2258754418
       806			     179.635095  				        256.85973003   			77.2246350299
       807			     179.635095  				       256.858507499   			77.2234124991
       808			     179.635095  				       256.857302621   			77.2222076211
       809			     179.635095  				        256.85611522   			77.2210202199
       810			     179.635095  				       256.854945165   			77.2198501647
       811			     179.635095  				       256.853792361   			77.2186973609
       812			     179.635095  				        256.85265674   			77.2175617401
       813			     179.635095  				       256.851538251   			77.2164432509
       814			     179.635095  				       256.850436849   			77.2153418492
       815			     179.635095  				       256.849352491   			77.2142574914
       816			     179.635095  				       256.848285127   			77.2131901268
       817			     179.635095  				       256.847234694   			77.2121396937
       818			     179.635095  				       256.846201115   			77.2111061154
       819			     179.635095  				       256.845184299   			77.2100892988
       820			     179.635095  				       256.844184134   			77.2090891335
       821			     179.635095  				       256.843200493   			77.2081054927
       822			     179.635095  				       256.842233234   			77.2071382339
       823			     179.635095  				       256.841282202   			77.2061872015
       824			     179.635095  				       256.840355069   			77.2052600689
       825			     179.635095  				       256.839450878   			77.2043558782
       826			     179.635095  				       256.838567215   			77.2034722152
       827			     179.635095  				       256.837703642   			77.2026086421
       828			     179.635095  				       256.836859731   			77.2017647306
       829			     161.564576  				       256.836037671   			95.2714616709
       830			     161.564576  				       256.835235122   			95.2706591222
       831			     161.564576  				       256.834445404   			95.2698694039
       832			     161.564576  				       256.833668399   			95.2690923986
       833			     161.564576  				       256.832903998   			95.2683279982
       834			     161.564576  				       256.832152102   			95.2675761018
       835			     161.564576  				       256.831412612   			95.2668366124
       836			     161.564576  				       256.830685435   			95.2661094348
       837			     161.564576  				       256.829970473   			95.2653944731
       838			     161.564576  				       256.829267629   			95.2646916286
       839			     161.564576  				       256.828576799   			95.2640007989
       840			     161.564576  				       256.827897876   			95.2633218764
       841			     161.564576  				       256.827230748   			95.2626547483
       842			     161.564576  				       256.826575296   			95.2619992957
       843			     161.564576  				       256.825931395   			95.2613553949
       844			     161.564576  				       256.825298917   			95.2607229169
       845			     161.564576  				       256.824677729   			95.2601017287
       846			     161.564576  				       256.824067694   			95.2594916938
       847			     161.564576  				       256.823468673   			95.2588926735
       848			     161.564576  				       256.822880527   			95.2583045271
       849			     161.564576  				       256.822303113   			95.2577271133
       850			     161.564576  				        256.82173629   			95.2571602904
       851			     161.564576  				       256.821179917   			95.256603917
       852			     161.564576  				       256.820633853   			95.2560578529
       853			     161.564576  				       256.820097958   			95.2555219585
       854			     161.564576  				       256.819572096   			95.2549960957
       855			     161.564576  				       256.819056128   			95.2544801278
       856			     161.564576  				       256.818549919   			95.2539739195
       857			     161.564576  				       256.818053337   			95.2534773366
       858			     161.564576  				       256.817566246   			95.2529902461
       859			     161.564576  				       256.817088516   			95.2525125162
       860			     161.564576  				       256.816620016   			95.2520440159
       861			     161.564576  				       256.816160615   			95.251584615
       862			     161.564576  				       256.815710184   			95.2511341836
       863			     161.564576  				       256.815268593   			95.2506925928
       864			     161.564576  				       256.814835714   			95.250259714
       865			     161.564576  				       256.814411419   			95.2498354187
       866			     161.564576  				       256.813995579   			95.2494195794
       867			     161.564576  				       256.813588069   			95.2490120686
       868			     161.564576  				       256.813188759   			95.2486127594
       869			     161.564576  				       256.812797525   			95.2482215255
       870			     161.564576  				       256.812414241   			95.2478382412
       871			     161.564576  				       256.812038781   			95.2474627815
       872			     161.564576  				       256.811671022   			95.2470950222
       873			     161.564576  				        256.81131084   			95.2467348399
       874			     161.564576  				       256.810958112   			95.2463821122
       875			     161.564576  				       256.810612718   			95.2460367178
       876			     161.564576  				       256.810274536   			95.2456985363
       877			     161.564576  				       256.809943449   			95.2453674486
       878			     161.564576  				       256.809619337   			95.2450433365
       879			     161.564576  				       256.809302083   			95.2447260833
       880			     161.564576  				       256.808991573   			95.2444155734
       881			     161.564576  				       256.808687692   			95.2441116922
       882			     161.564576  				       256.808390327   			95.2438143267
       883			     161.564576  				       256.808099365   			95.2435233649
       884			     161.564576  				       256.807814696   			95.2432386962
       885			     161.564576  				       256.807536211   			95.2429602109
       886			     161.564576  				       256.807263801   			95.242687801
       887			     161.564576  				       256.806997359   			95.2424213594
       888			     161.564576  				        256.80673678   			95.2421607804
       889			     161.564576  				       256.806481959   			95.2419059593
       890			     161.564576  				       256.806232793   			95.2416567928
       891			     161.564576  				       256.805989179   			95.2414131789
       892			     161.564576  				       256.805751017   			95.2411750166
       893			     161.564576  				       256.805518206   			95.2409422064
       894			     161.564576  				        256.80529065   			95.2407146497
       895			     161.564576  				       256.805068249   			95.2404922494
       896			     161.564576  				        256.80485091   			95.2402749097
       897			     161.564576  				       256.804638536   			95.2400625357
       898			     161.564576  				       256.804431034   			95.2398550341
       899			     161.564576  				       256.804228313   			95.2396523126
       900			     161.564576  				        256.80403028   			95.2394542804

No of iterations  = 900

Max-MAP(theta)		Min-L(delta)		Integrality gap
179.635095		256.80403028		77.1689352804

MAP Assignment {0: 0, 1: 1, 2: 0, 3: 0, 4: 0, 5: 2, 6: 8, 7: 0, 8: 1, 9: 1, 10: 0, 11: 0, 12: 0, 13: 6, 14: 0, 15: 0, 16: 0, 17: 1, 18: 0, 19: 3, 20: 0, 21: 15, 22: 5, 23: 0, 24: 1, 25: 2, 26: 0, 27: 0, 28: 0, 29: 4, 30: 1, 31: 0, 32: 1, 33: 0, 34: 0, 35: 11, 36: 3, 37: 0, 38: 0, 39: 0, 40: 0, 41: 2, 42: 3, 43: 3, 44: 0, 45: 0, 46: 1, 47: 0, 48: 3, 49: 12, 50: 0, 51: 0, 52: 0, 53: 3, 54: 0, 55: 0, 56: 3, 57: 0, 58: 0, 59: 0, 60: 0, 61: 0, 62: 3, 63: 0, 64: 3, 65: 0, 66: 5, 67: 1, 68: 2, 69: 2, 70: 0, 71: 1, 72: 12, 73: 4, 74: 1, 75: 0, 76: 2, 77: 0, 78: 1, 79: 0, 80: 0, 81: 0, 82: 0, 83: 0, 84: 4, 85: 0, 86: 0, 87: 0, 88: 0, 89: 7, 90: 0, 91: 1, 92: 0, 93: 0, 94: 0, 95: 3, 96: 7, 97: 0, 98: 0, 99: 0, 100: 1, 101: 0, 102: 0, 103: 0, 104: 2, 105: 0, 106: 0, 107: 0, 108: 0, 109: 0, 110: 4, 111: 0, 112: 1, 113: 1, 114: 0, 115: 3, 116: 1, 117: 0, 118: 0, 119: 2, 120: 0, 121: 30, 122: 11, 123: 0, 124: 0, 125: 0, 126: 0, 127: 0, 128: 0, 129: 0, 130: 0, 131: 1, 132: 2, 133: 4, 134: 0, 135: 0, 136: 3, 137: 0, 138: 0, 139: 0, 140: 0, 141: 1, 142: 1, 143: 1, 144: 1, 145: 0, 146: 0, 147: 0, 148: 0, 149: 0, 150: 0, 151: 0, 152: 4, 153: 0, 154: 3, 155: 0, 156: 0, 157: 0, 158: 1, 159: 0, 160: 0, 161: 0, 162: 0, 163: 0, 164: 0, 165: 2, 166: 0, 167: 0, 168: 1, 169: 5, 170: 0, 171: 0, 172: 0, 173: 1, 174: 3, 175: 0, 176: 1, 177: 0, 178: 4, 179: 0, 180: 2, 181: 0, 182: 1, 183: 0, 184: 0, 185: 2, 186: 1, 187: 0, 188: 0, 189: 0, 190: 7, 191: 4, 192: 6, 193: 0, 194: 0, 195: 3, 196: 1, 197: 2, 198: 3, 199: 0, 200: 0, 201: 0, 202: 0, 203: 0, 204: 0, 205: 0, 206: 2, 207: 0, 208: 0, 209: 6, 210: 1, 211: 0, 212: 30, 213: 3, 214: 0, 215: 0, 216: 1, 217: 0, 218: 0, 219: 0, 220: 1, 221: 0, 222: 0, 223: 16, 224: 0, 225: 2, 226: 0, 227: 1, 228: 0, 229: 0, 230: 0, 231: 12, 232: 0, 233: 2, 234: 1, 235: 0, 236: 4, 237: 0, 238: 35, 239: 0, 240: 8, 241: 3, 242: 0, 243: 0, 244: 0, 245: 6, 246: 0, 247: 0, 248: 0, 249: 1, 250: 0, 251: 6, 252: 0, 253: 0, 254: 0, 255: 0, 256: 0, 257: 0, 258: 0, 259: 5, 260: 2, 261: 0, 262: 0, 263: 0, 264: 0, 265: 1, 266: 0, 267: 0, 268: 0, 269: 13, 270: 5, 271: 1, 272: 0, 273: 0, 274: 2, 275: 0, 276: 2, 277: 0, 278: 0, 279: 0, 280: 0, 281: 0, 282: 1, 283: 0, 284: 0, 285: 0, 286: 0, 287: 0, 288: 2, 289: 0, 290: 0, 291: 2, 292: 4, 293: 0, 294: 1, 295: 2, 296: 0, 297: 34, 298: 0, 299: 1, 300: 0, 301: 2, 302: 0, 303: 0, 304: 0, 305: 0, 306: 1, 307: 3, 308: 0, 309: 0, 310: 0, 311: 1, 312: 0, 313: 0, 314: 2, 315: 0, 316: 0, 317: 0, 318: 3, 319: 0, 320: 0, 321: 0, 322: 12, 323: 0, 324: 1, 325: 0, 326: 0, 327: 5, 328: 2, 329: 0, 330: 0, 331: 1, 332: 0, 333: 1, 334: 0, 335: 8, 336: 4, 337: 0, 338: 2, 339: 0, 340: 0, 341: 0, 342: 0, 343: 0, 344: 0, 345: 0, 346: 0, 347: 0, 348: 0, 349: 0, 350: 0, 351: 2, 352: 0, 353: 0, 354: 0, 355: 0, 356: 0, 357: 0, 358: 1, 359: 0, 360: 0, 361: 0, 362: 0, 363: 2, 364: 0, 365: 0, 366: 1, 367: 0, 368: 0, 369: 0, 370: 0, 371: 0, 372: 0, 373: 0, 374: 0, 375: 0, 376: 0, 377: 0, 378: 0, 379: 3, 380: 0, 381: 0, 382: 3, 383: 0, 384: 0, 385: 0, 386: 27, 387: 7, 388: 0, 389: 0, 390: 20, 391: 2, 392: 0, 393: 0, 394: 0, 395: 0, 396: 1, 397: 0, 398: 0, 399: 0, 400: 0, 401: 0, 402: 0}
